claim_id,person_id,age,sex,state,benefit_type,years_contributed,prior_claim_count,prior_denial_count,overpayment_flag,has_representative,filing_channel,employment_status,suspicious_ip_flag,bank_country_match_flag,doc_inconsistency_count,days_since_last_claim,claim_amount,monthly_benefit,is_fraud
CLM107635,PID57635,26,F,NJ,Retirement,17,0,0,0,0,Phone,Employed,0,1,0,3263,1037.87,49.49,1
CLM107636,PID57636,77,F,NJ,Retirement,33,0,0,0,1,Mail,Unemployed,0,1,1,1834,1782.69,50.15,0
CLM107637,PID57637,66,F,NY,Disability,18,2,0,0,0,Online,Employed,0,1,0,146,1503.52,68.26,0
CLM107638,PID57638,68,M,MI,Disability,1,0,0,0,0,FieldOffice,Retired,0,1,0,158,571.27,45.0,0
CLM107639,PID57639,77,M,OH,Retirement,27,1,0,0,0,Phone,Disabled,0,1,0,282,1609.23,149.45,0
CLM107640,PID57640,87,F,VA,Retirement,20,0,0,0,0,Online,Retired,0,1,0,3138,770.1,68.47,0
CLM107641,PID57641,54,F,OH,Disability,33,0,0,0,1,Online,Unemployed,0,1,1,2885,1574.32,49.04,0
CLM107642,PID57642,48,F,NJ,Disability,18,1,0,0,0,Mail,Retired,1,1,0,2920,1649.41,87.13,0
CLM107643,PID57643,58,M,AZ,Retirement,23,0,0,0,0,Phone,Retired,0,1,1,215,672.54,28.35,0
CLM107644,PID57644,79,M,NC,Disability,28,2,1,1,0,Online,Employed,0,1,2,269,2028.59,60.65,0
CLM107645,PID57645,75,F,TX,Retirement,4,0,0,1,0,Online,Retired,0,1,1,3143,1094.02,31.06,0
CLM107646,PID57646,31,M,LA,Retirement,20,1,0,1,1,Online,Retired,0,1,0,2969,1386.18,41.93,0
CLM107647,PID57647,53,M,GA,Disability,18,1,0,0,1,Phone,Employed,0,1,2,1624,1018.74,43.11,0
CLM107648,PID57648,53,F,VA,Disability,21,3,0,0,1,Online,Disabled,0,1,1,2351,1477.62,119.4,0
CLM107649,PID57649,25,M,PA,Retirement,20,2,1,0,0,FieldOffice,Retired,0,1,0,1778,1137.61,79.0,0
CLM107650,PID57650,43,F,AZ,Retirement,25,0,0,0,1,Online,Retired,0,1,2,1108,1063.79,32.05,0
CLM107651,PID57651,53,F,NY,Retirement,27,2,1,0,1,Online,Disabled,0,1,1,997,1120.7,41.4,0
CLM107652,PID57652,65,F,GA,Survivors,32,2,0,0,0,Online,Disabled,0,1,0,728,1731.93,150.01,0
CLM107653,PID57653,45,M,GA,Retirement,31,1,1,0,0,Phone,Unemployed,0,1,1,1114,1161.51,53.95,0
CLM107654,PID57654,85,M,PA,Retirement,37,1,0,0,1,Mail,Unemployed,0,1,0,315,2307.5,169.58,0
CLM107655,PID57655,79,F,VA,Retirement,35,0,0,0,0,FieldOffice,Retired,0,1,0,2507,997.01,94.54,0
CLM107656,PID57656,68,M,NC,Retirement,39,3,0,0,0,Online,Retired,0,1,0,1361,1177.11,45.08,0
CLM107657,PID57657,59,F,PA,Disability,38,3,1,0,0,FieldOffice,Employed,0,0,0,1742,1248.43,47.44,0
CLM107658,PID57658,46,M,MI,Retirement,20,4,0,0,1,Phone,Retired,0,1,0,2278,770.57,67.96,0
CLM107659,PID57659,27,M,MI,Disability,22,1,0,1,1,FieldOffice,Unemployed,0,1,0,2032,895.29,33.39,0
CLM107660,PID57660,56,F,NJ,Retirement,23,0,0,0,0,Phone,Employed,0,1,3,3598,1497.22,64.08,0
CLM107661,PID57661,18,F,PA,Disability,37,2,0,0,0,FieldOffice,Disabled,0,1,0,3443,1005.54,41.81,0
CLM107662,PID57662,56,M,OH,Retirement,23,2,0,0,1,Online,Employed,0,1,0,806,905.59,52.44,0
CLM107663,PID57663,38,F,FL,Retirement,33,0,0,0,0,Online,Disabled,0,1,0,1425,1367.4,66.5,0
CLM107664,PID57664,82,M,CA,Retirement,7,1,0,0,0,Phone,Unemployed,0,1,0,279,565.63,55.98,0
CLM107665,PID57665,32,F,FL,Disability,5,1,0,1,1,Online,Retired,0,1,0,915,608.41,18.05,0
CLM107666,PID57666,21,M,MI,Disability,39,3,0,0,0,Online,Employed,0,1,3,3060,2039.3,228.0,0
CLM107667,PID57667,77,F,WA,Retirement,31,1,0,1,0,FieldOffice,Disabled,0,1,3,361,1817.19,84.6,0
CLM107668,PID57668,78,F,VA,Retirement,38,0,0,0,0,FieldOffice,Employed,0,1,2,3301,1711.9,69.24,0
CLM107669,PID57669,37,F,MI,Retirement,11,1,0,0,0,Online,Retired,0,1,0,2512,584.05,43.28,0
CLM107670,PID57670,27,M,AZ,Disability,28,2,0,0,0,Online,Employed,0,1,1,320,1002.41,28.06,0
CLM107671,PID57671,51,F,TX,Survivors,11,1,0,0,0,Online,Disabled,0,1,1,1088,862.16,92.04,0
CLM107672,PID57672,65,F,NJ,SSI,35,1,0,0,1,Mail,Disabled,0,1,0,236,874.52,90.87,0
CLM107673,PID57673,50,M,OH,Disability,26,0,0,0,0,Online,Unemployed,0,1,0,1663,1001.62,68.23,1
CLM107674,PID57674,78,M,VA,Retirement,25,0,0,0,0,Phone,Retired,0,1,0,986,1251.1,41.86,0
CLM107675,PID57675,27,F,CA,Disability,35,0,0,0,0,FieldOffice,Retired,0,1,0,1368,1403.41,44.22,0
CLM107676,PID57676,71,M,TX,Retirement,25,4,2,1,1,Online,Employed,0,1,1,935,1046.59,66.17,0
CLM107677,PID57677,82,M,AZ,Disability,25,2,1,0,1,FieldOffice,Employed,0,1,0,541,1864.47,83.57,1
CLM107678,PID57678,18,F,MI,Retirement,11,0,0,0,1,Online,Disabled,0,1,0,3436,1096.98,58.37,0
CLM107679,PID57679,22,F,LA,Retirement,39,1,1,0,1,Online,Employed,0,1,0,2749,1575.15,50.98,0
CLM107680,PID57680,32,M,NC,Retirement,27,0,0,0,0,Online,Employed,0,1,0,3224,1411.4,92.03,1
CLM107681,PID57681,45,M,NJ,Retirement,31,1,0,0,0,Online,Employed,0,1,1,641,1046.91,40.02,1
CLM107682,PID57682,40,F,VA,Disability,12,0,0,1,1,Online,Retired,0,1,0,1525,745.19,33.29,0
CLM107683,PID57683,34,F,VA,Disability,40,0,0,0,0,Online,Employed,0,1,1,3097,1248.92,38.87,0
CLM107684,PID57684,30,F,FL,Survivors,28,0,0,0,0,Phone,Retired,0,1,0,3470,1224.15,73.61,0
CLM107685,PID57685,31,M,AZ,SSI,43,0,0,0,0,Mail,Retired,0,1,2,3422,1388.27,88.77,0
CLM107686,PID57686,28,F,NY,Retirement,36,4,1,0,1,FieldOffice,Retired,0,1,1,2231,1427.58,86.55,0
CLM107687,PID57687,45,F,AZ,Disability,1,4,0,0,0,Phone,Disabled,0,1,0,1735,1053.12,55.03,0
CLM107688,PID57688,59,M,TX,Disability,34,0,0,0,0,Phone,Employed,0,1,1,3561,2007.76,102.13,0
CLM107689,PID57689,78,M,LA,Survivors,35,0,0,0,0,Phone,Disabled,0,1,0,3333,1361.33,84.97,0
CLM107690,PID57690,81,F,PA,Retirement,32,1,0,0,0,Online,Unemployed,0,1,1,2836,1610.07,68.98,0
CLM107691,PID57691,48,F,FL,Retirement,28,1,0,1,1,FieldOffice,Employed,0,1,0,1980,1438.05,41.24,0
CLM107692,PID57692,27,F,NY,Retirement,24,0,0,0,0,FieldOffice,Retired,0,1,0,1250,1466.11,44.86,0
CLM107693,PID57693,25,F,NY,SSI,25,1,0,0,1,Online,Employed,0,1,2,949,968.59,38.34,0
CLM107694,PID57694,38,M,NC,Survivors,40,0,0,1,0,Online,Retired,0,1,0,701,945.83,28.87,0
CLM107695,PID57695,76,M,NY,Retirement,40,0,0,0,0,FieldOffice,Employed,0,0,0,3556,2357.82,118.66,0
CLM107696,PID57696,67,F,WA,Survivors,24,3,0,0,0,Online,Employed,0,1,0,1115,1122.47,40.75,0
CLM107697,PID57697,86,F,MI,Retirement,18,2,0,0,0,Online,Retired,0,1,1,1486,1518.46,56.5,0
CLM107698,PID57698,87,F,GA,Retirement,38,0,0,0,0,Online,Unemployed,0,1,1,629,1258.0,42.28,0
CLM107699,PID57699,47,M,GA,Disability,35,3,0,0,0,Mail,Retired,0,1,0,3317,2058.39,213.69,0
CLM107700,PID57700,34,F,IL,Retirement,28,0,0,0,1,Online,Retired,0,1,0,3095,703.04,52.05,0
CLM107701,PID57701,37,M,CA,Retirement,16,1,0,0,0,FieldOffice,Retired,0,1,0,2766,1119.61,52.09,0
CLM107702,PID57702,65,M,NC,Survivors,9,0,0,0,1,Online,Retired,0,1,0,1094,569.53,28.09,0
CLM107703,PID57703,19,F,IL,Disability,33,1,1,0,1,FieldOffice,Unemployed,0,1,1,3618,1640.33,140.94,0
CLM107704,PID57704,54,M,CA,SSI,20,1,0,0,0,Online,Unemployed,0,1,0,2354,651.27,64.75,1
CLM107705,PID57705,18,M,GA,Retirement,20,3,2,0,0,Phone,Retired,0,1,2,377,1198.39,59.94,1
CLM107706,PID57706,21,M,VA,Retirement,30,3,0,1,0,Online,Employed,0,1,1,132,1027.76,86.82,1
CLM107707,PID57707,71,M,NC,Retirement,20,2,0,0,1,Online,Disabled,0,1,0,1619,1544.07,53.35,0
CLM107708,PID57708,42,F,VA,Survivors,20,4,2,0,0,Online,Employed,0,1,0,3217,781.78,52.79,0
CLM107709,PID57709,20,F,NJ,Retirement,18,0,0,0,0,Online,Employed,0,1,1,1592,1331.97,49.53,0
CLM107710,PID57710,26,M,MI,Retirement,32,2,0,0,0,Online,Unemployed,0,0,0,429,1035.86,31.37,1
CLM107711,PID57711,51,M,OH,Retirement,16,0,0,0,1,FieldOffice,Employed,0,1,1,2952,763.17,43.69,0
CLM107712,PID57712,60,M,TX,Disability,10,1,0,0,0,FieldOffice,Employed,0,1,0,2763,1379.29,74.73,0
CLM107713,PID57713,39,F,TX,Retirement,15,1,1,0,0,Online,Retired,0,1,0,518,889.6,27.03,0
CLM107714,PID57714,87,M,AZ,Retirement,39,0,0,0,0,Online,Retired,0,1,0,1745,1502.06,50.29,1
CLM107715,PID57715,19,F,FL,Retirement,19,1,1,0,0,Online,Retired,0,1,1,2647,752.31,23.44,0
CLM107716,PID57716,83,F,GA,Retirement,30,0,0,0,1,Online,Unemployed,0,1,0,2951,1116.7,50.22,0
CLM107717,PID57717,49,F,AZ,Retirement,22,0,0,0,0,Online,Retired,0,1,0,423,1458.88,79.54,0
CLM107718,PID57718,33,F,GA,Retirement,23,2,2,0,1,Mail,Disabled,0,1,0,337,824.74,30.54,0
CLM107719,PID57719,18,F,AZ,Survivors,39,0,0,1,1,FieldOffice,Employed,1,1,1,685,1926.61,128.96,0
CLM107720,PID57720,89,M,MI,Retirement,26,2,1,0,1,FieldOffice,Retired,0,1,1,66,1026.91,42.72,0
CLM107721,PID57721,65,F,LA,Retirement,42,4,0,0,1,Online,Retired,0,1,2,3383,2223.41,83.65,0
CLM107722,PID57722,67,F,NJ,Retirement,44,1,1,0,1,FieldOffice,Employed,0,1,0,1944,1725.17,80.1,1
CLM107723,PID57723,30,F,IL,SSI,41,0,0,0,0,FieldOffice,Retired,0,1,0,3596,1429.44,56.29,0
CLM107724,PID57724,32,F,AZ,Retirement,20,1,0,0,1,FieldOffice,Unemployed,0,1,1,990,1335.17,41.24,0
CLM107725,PID57725,70,M,OH,Survivors,27,0,0,0,1,Online,Retired,0,1,0,1981,1498.39,101.11,0
CLM107726,PID57726,61,F,WA,Survivors,40,1,0,0,0,Online,Employed,0,1,1,3124,1741.37,195.36,1
CLM107727,PID57727,25,F,GA,Retirement,33,2,1,0,0,Phone,Retired,0,1,0,747,1184.49,36.25,0
CLM107728,PID57728,63,M,NY,Retirement,37,4,0,0,0,Online,Unemployed,0,1,0,661,1240.5,49.33,0
CLM107729,PID57729,86,M,FL,Disability,37,1,0,0,1,FieldOffice,Retired,0,1,0,1106,2356.25,96.25,0
CLM107730,PID57730,36,M,TX,Disability,38,1,0,0,0,Online,Retired,0,1,0,1089,1427.43,58.24,0
CLM107731,PID57731,55,M,GA,Disability,15,1,0,0,0,Online,Employed,0,1,0,2554,1478.73,53.84,0
CLM107732,PID57732,28,M,OH,Survivors,24,3,0,0,1,Online,Employed,0,1,0,378,1217.24,51.98,0
CLM107733,PID57733,60,F,PA,Retirement,19,2,1,0,0,FieldOffice,Employed,0,1,0,312,772.81,25.59,0
CLM107734,PID57734,37,M,IL,Disability,24,1,0,0,0,Online,Employed,1,1,0,464,966.41,48.71,0
CLM107735,PID57735,37,M,WA,Retirement,27,2,0,0,1,FieldOffice,Disabled,0,1,0,3018,1565.17,63.9,0
CLM107736,PID57736,38,M,OH,Disability,26,3,0,0,0,Mail,Retired,0,1,0,1587,2007.16,74.3,0
CLM107737,PID57737,74,M,NY,Disability,19,2,1,0,0,FieldOffice,Employed,0,1,1,2517,1482.9,50.6,0
CLM107738,PID57738,67,M,IL,Retirement,12,2,0,0,0,Phone,Retired,0,1,2,46,773.71,37.64,0
CLM107739,PID57739,43,F,TX,Retirement,10,1,1,0,0,Phone,Retired,0,1,1,1236,589.32,47.66,0
CLM107740,PID57740,47,F,IL,Retirement,43,1,0,0,0,Online,Employed,0,1,0,1669,2232.73,122.04,0
CLM107741,PID57741,48,M,OH,Retirement,37,2,0,0,1,Online,Retired,0,1,0,2929,1395.88,60.95,0
CLM107742,PID57742,59,F,NJ,Survivors,28,1,0,0,0,Phone,Employed,0,1,0,788,1537.44,44.76,0
CLM107743,PID57743,85,F,LA,Disability,0,1,0,0,0,Online,Retired,0,1,1,2652,1164.8,38.63,0
CLM107744,PID57744,78,M,NC,Disability,17,0,0,0,1,Online,Employed,0,1,2,196,1162.69,34.03,0
CLM107745,PID57745,78,F,LA,Retirement,30,2,0,1,0,Online,Retired,0,1,0,1146,1664.27,51.0,1
CLM107746,PID57746,87,F,OH,Retirement,33,2,1,0,0,Online,Employed,0,1,4,520,1876.03,98.18,0
CLM107747,PID57747,85,M,GA,Retirement,22,0,0,0,1,Phone,Employed,0,1,0,476,1550.69,83.26,0
CLM107748,PID57748,34,M,NY,Retirement,31,4,0,0,0,Online,Retired,0,1,0,1147,1776.67,67.24,0
CLM107749,PID57749,36,F,MI,Disability,24,3,0,0,0,Online,Employed,0,1,0,3214,1401.72,77.99,0
CLM107750,PID57750,68,M,IL,Survivors,36,1,0,0,0,Online,Employed,0,1,0,1861,1166.87,43.34,0
CLM107751,PID57751,87,F,OH,Retirement,25,2,1,1,0,FieldOffice,Disabled,0,1,1,486,956.23,47.98,0
CLM107752,PID57752,80,F,CA,Disability,24,0,0,0,0,Online,Retired,0,1,1,157,1723.74,130.93,0
CLM107753,PID57753,47,F,CA,Retirement,20,1,1,0,1,FieldOffice,Employed,0,1,1,2491,1287.95,44.37,0
CLM107754,PID57754,42,M,FL,Retirement,33,1,0,0,0,Online,Retired,0,1,0,660,1017.2,88.6,0
CLM107755,PID57755,88,F,IL,Retirement,29,1,0,0,0,Online,Disabled,0,1,0,3579,1841.48,149.57,1
CLM107756,PID57756,43,F,VA,Disability,13,3,0,0,0,Online,Unemployed,0,1,0,1394,1528.54,104.43,0
CLM107757,PID57757,73,M,NC,Disability,29,3,2,0,0,Online,Unemployed,0,1,0,3458,2382.51,105.49,0
CLM107758,PID57758,39,F,NY,Retirement,27,1,1,0,1,Online,Unemployed,0,1,1,918,1562.08,60.12,0
CLM107759,PID57759,36,M,PA,Disability,35,1,1,1,1,Mail,Employed,0,1,2,2332,922.77,79.4,1
CLM107760,PID57760,48,M,NY,Disability,24,0,0,0,0,FieldOffice,Unemployed,0,1,2,1139,765.8,43.77,0
CLM107761,PID57761,43,M,IL,Retirement,15,1,0,1,0,Online,Retired,0,1,0,1660,1213.68,47.15,0
CLM107762,PID57762,59,M,LA,Disability,20,1,1,0,0,Online,Unemployed,0,1,0,2689,819.65,42.96,0
CLM107763,PID57763,58,F,VA,Disability,43,0,0,0,0,FieldOffice,Unemployed,0,1,1,3299,1455.24,122.82,0
CLM107764,PID57764,40,F,NJ,Retirement,23,2,1,0,0,Online,Employed,0,1,0,945,1441.74,62.12,1
CLM107765,PID57765,64,M,CA,Disability,35,2,0,0,1,Phone,Retired,0,1,1,2636,1478.38,56.38,0
CLM107766,PID57766,30,M,NY,Retirement,11,0,0,0,1,FieldOffice,Unemployed,0,1,0,1068,626.97,67.58,0
CLM107767,PID57767,83,F,OH,Disability,29,2,0,0,0,Online,Disabled,0,1,1,659,1168.71,53.04,0
CLM107768,PID57768,83,M,NY,SSI,10,1,1,0,0,Phone,Unemployed,0,1,0,1923,996.61,48.89,0
CLM107769,PID57769,33,F,IL,Retirement,26,2,0,0,0,Online,Retired,0,1,0,1822,1185.23,143.89,0
CLM107770,PID57770,45,M,OH,Retirement,18,0,0,1,0,Online,Retired,0,1,1,2771,749.5,36.31,0
CLM107771,PID57771,52,M,VA,Retirement,16,1,1,0,0,Online,Retired,1,1,1,1176,931.7,39.16,0
CLM107772,PID57772,58,M,TX,Retirement,15,1,0,0,0,Online,Retired,0,1,1,2796,1211.39,83.67,0
CLM107773,PID57773,48,M,NY,Retirement,23,0,0,0,1,Mail,Retired,0,1,0,2823,678.07,76.05,0
CLM107774,PID57774,49,M,FL,Disability,6,0,0,0,0,Online,Retired,0,1,0,966,939.24,82.05,0
CLM107775,PID57775,71,F,IL,Retirement,11,0,0,0,0,FieldOffice,Employed,0,1,0,3054,1056.98,30.15,0
CLM107776,PID57776,89,M,WA,Retirement,26,1,0,0,1,Online,Employed,0,1,0,2281,894.99,46.36,0
CLM107777,PID57777,76,M,GA,Disability,8,5,2,0,0,Online,Unemployed,0,1,1,1618,1315.41,89.43,0
CLM107778,PID57778,58,M,GA,Disability,10,1,0,1,0,Phone,Retired,0,1,1,2698,1226.22,52.9,0
CLM107779,PID57779,83,M,FL,Retirement,43,1,1,0,1,Mail,Employed,0,1,0,1734,2149.11,70.6,0
CLM107780,PID57780,71,F,AZ,Disability,41,0,0,0,1,Phone,Retired,0,1,1,3083,1395.65,68.87,0
CLM107781,PID57781,57,M,GA,SSI,17,1,0,0,0,FieldOffice,Unemployed,0,1,1,3591,826.63,25.72,0
CLM107782,PID57782,45,M,FL,Retirement,28,2,1,0,0,FieldOffice,Unemployed,0,1,0,3249,1288.41,38.65,0
CLM107783,PID57783,54,F,TX,Retirement,17,0,0,0,0,Phone,Employed,0,1,0,446,713.14,27.68,0
CLM107784,PID57784,82,F,NC,Disability,17,0,0,0,0,Phone,Retired,0,1,0,639,780.5,33.09,0
CLM107785,PID57785,72,M,CA,Disability,0,1,0,0,0,FieldOffice,Retired,1,1,0,991,1316.5,154.52,1
CLM107786,PID57786,21,F,OH,Retirement,40,2,0,0,1,Online,Employed,0,1,0,797,1899.9,77.19,0
CLM107787,PID57787,27,F,FL,Retirement,31,0,0,0,1,Phone,Unemployed,0,1,1,1154,1502.91,66.39,0
CLM107788,PID57788,64,F,WA,Disability,32,2,1,0,0,Phone,Employed,1,1,2,2076,1307.26,95.99,0
CLM107789,PID57789,31,M,MI,SSI,30,0,0,0,0,Online,Employed,0,1,2,1067,1034.3,79.13,0
CLM107790,PID57790,55,M,MI,Disability,23,2,1,0,1,FieldOffice,Retired,0,1,0,2579,1435.56,41.21,0
CLM107791,PID57791,29,F,WA,SSI,20,1,0,0,0,Online,Disabled,0,1,1,1616,489.07,16.11,0
CLM107792,PID57792,62,M,MI,Disability,25,4,1,0,1,FieldOffice,Retired,0,1,0,2519,1402.63,99.09,0
CLM107793,PID57793,34,M,PA,SSI,40,4,0,0,1,Mail,Retired,0,1,1,1712,1235.62,45.59,0
CLM107794,PID57794,52,F,GA,Disability,25,0,0,0,1,Phone,Retired,0,1,0,215,1223.2,55.67,0
CLM107795,PID57795,83,F,AZ,SSI,44,0,0,1,1,FieldOffice,Employed,0,1,1,678,1708.37,53.93,0
CLM107796,PID57796,58,M,FL,Retirement,17,0,0,0,0,Online,Retired,0,1,1,3309,747.34,56.8,0
CLM107797,PID57797,84,F,IL,Survivors,10,1,0,0,0,Online,Retired,0,1,1,1640,699.21,65.57,0
CLM107798,PID57798,46,M,FL,Retirement,16,0,0,0,0,Phone,Retired,0,1,1,1279,1143.34,44.76,0
CLM107799,PID57799,35,F,IL,Retirement,23,1,0,1,1,Online,Employed,0,1,1,2531,815.11,90.52,0
CLM107800,PID57800,37,F,TX,Disability,39,3,1,0,0,Online,Disabled,0,1,2,3499,1272.05,38.65,0
CLM107801,PID57801,31,M,IL,Retirement,20,1,0,0,0,Online,Retired,0,1,1,901,724.36,21.03,0
CLM107802,PID57802,51,F,NC,Retirement,10,2,0,0,0,Mail,Employed,0,1,1,1302,818.69,38.59,1
CLM107803,PID57803,66,M,MI,SSI,25,1,0,0,1,Online,Unemployed,0,1,1,1569,1112.4,45.52,0
CLM107804,PID57804,71,F,GA,Disability,37,0,0,0,0,Online,Retired,0,1,1,2365,1924.08,77.38,0
CLM107805,PID57805,48,F,OH,SSI,25,2,0,0,0,Online,Employed,0,1,1,2653,996.67,55.47,0
CLM107806,PID57806,75,F,OH,SSI,27,2,1,0,0,FieldOffice,Retired,0,1,0,2436,783.2,72.17,1
CLM107807,PID57807,59,F,AZ,Retirement,25,1,0,0,0,Phone,Retired,0,1,1,1704,1077.74,58.78,0
CLM107808,PID57808,75,F,PA,Retirement,23,1,0,0,1,Online,Retired,0,1,2,99,1441.1,70.51,1
CLM107809,PID57809,47,F,TX,Retirement,45,2,0,0,0,Online,Disabled,0,1,0,2694,1153.1,32.08,0
CLM107810,PID57810,42,M,NC,Disability,38,0,0,0,1,Phone,Unemployed,0,1,0,2438,1385.5,46.8,0
CLM107811,PID57811,80,M,WA,Disability,44,0,0,0,1,Online,Employed,0,1,0,2916,1689.17,47.73,0
CLM107812,PID57812,36,F,LA,Disability,45,2,0,0,0,Phone,Retired,0,1,1,3548,2219.06,87.11,0
CLM107813,PID57813,89,M,NC,Retirement,38,2,0,0,1,Online,Employed,0,1,0,1468,986.08,51.66,0
CLM107814,PID57814,25,F,VA,Retirement,20,1,0,0,1,Online,Employed,0,1,0,3561,1273.67,64.34,0
CLM107815,PID57815,20,F,GA,Retirement,34,2,0,0,1,Online,Retired,0,1,1,2824,1556.06,57.65,0
CLM107816,PID57816,84,M,AZ,Retirement,44,3,0,0,1,FieldOffice,Retired,0,1,2,2660,1424.27,47.16,0
CLM107817,PID57817,34,F,IL,Survivors,30,1,0,0,1,Online,Retired,1,1,0,660,1442.75,63.38,1
CLM107818,PID57818,31,F,PA,Retirement,22,3,0,0,1,Online,Retired,0,1,0,240,1247.16,152.27,0
CLM107819,PID57819,26,F,CA,Retirement,39,2,1,0,0,Online,Employed,0,1,1,3298,1342.15,78.37,0
CLM107820,PID57820,79,M,IL,Retirement,12,2,0,1,0,Online,Retired,0,1,2,3156,731.2,25.87,0
CLM107821,PID57821,38,M,PA,Disability,26,0,0,0,0,Phone,Retired,0,1,1,2797,1902.95,179.59,0
CLM107822,PID57822,54,F,NC,Retirement,33,1,0,1,0,Phone,Employed,0,1,1,875,1681.19,151.33,0
CLM107823,PID57823,28,F,LA,Retirement,24,1,0,0,0,Online,Employed,0,1,0,2806,1149.36,33.77,0
CLM107824,PID57824,37,M,TX,Disability,31,3,1,0,0,Online,Retired,0,1,1,3413,975.54,117.96,0
CLM107825,PID57825,52,M,OH,SSI,32,0,0,1,0,Online,Employed,0,1,1,1793,883.52,29.21,0
CLM107826,PID57826,70,F,AZ,SSI,31,0,0,0,1,Online,Retired,0,1,0,941,1309.31,74.41,0
CLM107827,PID57827,64,F,FL,Retirement,23,2,1,0,0,FieldOffice,Unemployed,0,1,1,1077,1022.08,32.58,0
CLM107828,PID57828,69,F,IL,Disability,21,2,0,0,0,Online,Employed,0,1,0,1470,1705.59,101.67,0
CLM107829,PID57829,25,F,NY,Retirement,24,0,0,0,0,Phone,Retired,0,1,0,2572,1541.02,59.35,1
CLM107830,PID57830,21,M,IL,Retirement,11,1,0,0,0,FieldOffice,Unemployed,0,1,1,738,835.7,30.01,0
CLM107831,PID57831,44,F,WA,Disability,39,2,1,0,0,Online,Retired,0,1,0,2886,1379.67,131.75,0
CLM107832,PID57832,61,F,FL,Retirement,30,0,0,1,0,FieldOffice,Unemployed,0,1,0,3064,997.5,32.18,0
CLM107833,PID57833,57,M,WA,Disability,27,0,0,0,1,FieldOffice,Retired,0,1,1,1121,1978.4,55.97,0
CLM107834,PID57834,64,M,AZ,SSI,18,0,0,0,0,Mail,Unemployed,0,1,0,1976,713.48,72.89,0
CLM107835,PID57835,61,M,NC,Retirement,26,3,0,1,0,Online,Retired,0,1,0,1390,1139.56,74.72,0
CLM107836,PID57836,65,F,PA,Retirement,26,1,0,0,1,Mail,Retired,0,1,0,1953,802.22,40.53,0
CLM107837,PID57837,69,M,TX,Retirement,21,2,1,0,1,Online,Retired,0,1,2,3214,1089.13,124.25,0
CLM107838,PID57838,85,M,NY,Disability,36,1,0,0,0,Online,Employed,0,1,0,2672,1673.43,71.39,0
CLM107839,PID57839,28,F,WA,SSI,14,1,0,0,0,FieldOffice,Unemployed,0,1,1,2601,905.92,56.29,0
CLM107840,PID57840,21,M,NJ,Survivors,16,2,0,0,0,Online,Unemployed,0,1,0,798,1119.62,40.41,0
CLM107841,PID57841,65,M,NC,Disability,36,5,1,0,1,Mail,Employed,0,1,1,2918,1301.28,51.99,0
CLM107842,PID57842,43,M,CA,Retirement,40,0,0,0,1,Online,Retired,0,1,0,398,1763.51,68.92,0
CLM107843,PID57843,56,F,OH,Disability,28,0,0,0,0,FieldOffice,Employed,0,1,0,3568,1176.37,41.96,0
CLM107844,PID57844,75,F,GA,Retirement,15,4,0,0,1,Online,Retired,1,0,0,1472,690.32,24.81,0
CLM107845,PID57845,36,F,TX,SSI,38,0,0,0,1,Phone,Unemployed,0,1,0,1118,1621.23,115.84,0
CLM107846,PID57846,75,F,OH,Retirement,27,1,1,0,0,Online,Retired,1,1,1,1288,1256.41,121.3,0
CLM107847,PID57847,45,M,NJ,Disability,26,0,0,0,0,Phone,Retired,0,1,0,846,786.66,54.24,0
CLM107848,PID57848,83,F,NY,Retirement,40,1,0,0,0,Phone,Retired,0,0,0,3209,1366.36,41.8,0
CLM107849,PID57849,27,M,IL,Retirement,33,2,1,0,1,Online,Unemployed,0,1,0,2446,1660.58,189.55,0
CLM107850,PID57850,75,F,PA,Disability,21,1,0,1,0,Online,Unemployed,0,1,0,2394,1056.78,32.1,0
CLM107851,PID57851,31,F,MI,Disability,9,0,0,0,0,FieldOffice,Unemployed,0,1,0,2181,1033.54,71.24,0
CLM107852,PID57852,32,M,FL,Disability,22,0,0,0,0,FieldOffice,Unemployed,0,1,1,2048,1493.82,54.55,0
CLM107853,PID57853,50,F,TX,Disability,30,0,0,0,1,Online,Employed,0,1,1,2544,1743.37,141.03,1
CLM107854,PID57854,34,M,NY,Retirement,31,2,0,0,1,Online,Employed,0,1,0,3238,723.36,56.46,0
CLM107855,PID57855,41,M,MI,Survivors,13,2,1,0,0,FieldOffice,Employed,0,1,0,3201,808.02,24.08,0
CLM107856,PID57856,47,F,OH,Survivors,19,2,0,0,0,Phone,Unemployed,0,1,2,3564,841.82,26.77,0
CLM107857,PID57857,79,F,PA,Retirement,0,1,0,1,1,Online,Employed,0,1,1,83,723.98,67.73,0
CLM107858,PID57858,30,F,IL,Survivors,28,1,1,0,0,Mail,Unemployed,0,1,0,220,850.2,24.18,0
CLM107859,PID57859,79,M,LA,SSI,8,2,1,0,0,Online,Retired,0,1,1,1551,480.15,29.52,0
CLM107860,PID57860,64,F,IL,Disability,20,4,0,0,1,FieldOffice,Disabled,0,1,0,688,1562.4,134.96,0
CLM107861,PID57861,33,M,CA,Retirement,16,1,0,0,0,FieldOffice,Employed,0,1,0,412,788.28,65.64,0
CLM107862,PID57862,83,F,AZ,Disability,32,1,0,0,0,Mail,Retired,1,1,0,3162,1043.95,31.29,0
